Source,Block Name,Variable Name,Variable Description,Value,Value Description
ALSPAC,wave1m,covid1m_4012,c1d: How worried pp is about dying due to COVID-19 infection: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4012,c1d: How worried pp is about dying due to COVID-19 infection: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4012,c1d: How worried pp is about dying due to COVID-19 infection: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4013,c1e: How worried pp about someone close dying due to COVID-19 infection: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4014,c1f: How worried pp about them/family being in serious financial trouble: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4015,c1g: How worried participant is about losing their job: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4016,c1h: How worried participant is about the impact on their business: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4017,c1I: How worried participant is about paying the rent/mortgage: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4018,c1j: How worried participant is about not seeing friends and family: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4019,c1k: How worried participant is about getting the medications they  need: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4020,c1l: How worried participant is about getting the food they need: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4021,c1m: How worried participant is about their mental health: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4022,c1n: How worried participant is about their physical health: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4023,c1o: How worried pp is about the relationship with their spouse/partner: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4024,c1p: How worried pp is about the relationship with their children: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4025,c1q: How worried pp is about the relationship with the rest of family: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4026,c1r: How worried participant is about the impact on their children: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4027,c1s: How worried participant is about the impact on their parents: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4028,c1t: How worried pp is about time for things to get back to normal: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,1,Not at all worried
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,5,Very worried
ALSPAC,wave1m,covid1m_4029,c1u: How worried participant is another reason: COVID1,9,Not applicable
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4050,c2a: In past two weeks participant felt miserable or unhappy: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4051,c2b: In past two weeks participant didn't enjoy anything at all: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4052,c2c: In past two weeks pp felt so tired just sat around and did nothing: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4053,cd: In past two weeks participant was very restless : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4054,c2e: In past two weeks participant they felt they were no good anymore : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4055,c2f: In past two weeks participant cried a lot : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4056,c2g: In past two weeks pp found it hard to think properly/concentrate: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4057,c2h: In past two weeks participant hated themselves : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4058,c2i: In past two weeks participant was a bad person : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,0,Not true
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4059,c2j: In past two weeks participant felt lonely : COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4060,ck: In past two weeks participant thought nobody really loved them: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4061,c2l: In past two weeks pp thought could never be as good as others: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,0,Not true
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,1,Sometimes true
ALSPAC,wave1m,covid1m_4062,c2m: In past two weeks participant did everything wrong: COVID1,2,TRUE
ALSPAC,wave1m,covid1m_4065,DV: Total score - Moods and feelings Q: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4065,DV: Total score - Moods and feelings Q: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4065,DV: Total score - Moods and feelings Q: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4065,DV: Total score - Moods and feelings Q: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4065,DV: Total score - Moods and feelings Q: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,-9999,Consent withdrawn
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,-11,Trips/Quads
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,-10,Did not complete Q
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,-9,Missed Section
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,-1,Missing
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,1,<12
ALSPAC,wave1m,covid1m_4066,DV: Total score - Moods and feelings Q: dichotomised at 12: COVID1,2,12+ likely depression
