variable_name,variable_label,value_value,value_label
d80,80. In total how many people do you live with?,5ormore,5 Five or more others
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,1,Spouse/Partner
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,2,Child/Grandchild
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,3,Housemate/friend
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,4,Parent/Grandparent
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,5,Other family members/Partner's family
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,6,Twin
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,7,Sibling (not including twin)
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,8,Other
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999906,Question seen but not answered
d81_1,1 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999911,Question is skipped legitimately
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",1,Excellent
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",2,Good
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",3,Average
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",4,Poor
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",6,Very poor
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",999906,Question seen but not answered
d83_1,"83. In the past week, how would you describe the quality of your relationship with this person? - 1 - What best describes your relationship to this person",999911,Question is skipped legitimately
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,2,Better than now
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,3,Worse than now
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,4,About the same as now
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,999901,Prefer not to say
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,999906,Question seen but not answered
d84_1,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 1 - What best describes your relationship to this person,999911,Question is skipped legitimately
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,1,Spouse/Partner
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,2,Child/Grandchild
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,3,Housemate/friend
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,4,Parent/Grandparent
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,5,Other family members/Partner's family
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,6,Twin
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,7,Sibling (not including twin)
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,8,Other
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999906,Question seen but not answered
d81_2,2 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999911,Question is skipped legitimately
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",1,Excellent
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",2,Good
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",3,Average
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",4,Poor or Very poor
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",999906,Question seen but not answered
d83_2,"83. In the past week, how would you describe the quality of your relationship with this person? - 2 - What best describes your relationship to this person",999911,Question is skipped legitimately
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,2,Better than now
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,3,Worse than now
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,4,About the same as now
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,999901,Prefer not to say
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,999906,Question seen but not answered
d84_2,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 2 - What best describes your relationship to this person,999911,Question is skipped legitimately
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,1,Spouse/Partner
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,2,Child/Grandchild
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,3,Housemate/friend
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,4,Parent/Grandparent
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,5,Other family members/Partner's family
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,6,Twin
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,7,Sibling (not including twin)
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,8,Other
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999906,Question seen but not answered
d81_3,3 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999911,Question is skipped legitimately
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",1,Excellent
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",2,Good
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",3,Average
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",4,Poor or Very poor
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",999906,Question seen but not answered
d83_3,"83. In the past week, how would you describe the quality of your relationship with this person? - 3 - What best describes your relationship to this person",999911,Question is skipped legitimately
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,2,Better than now
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,3,Worse than now
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,4,About the same as now
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,999901,Prefer not to say
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,999906,Question seen but not answered
d84_3,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 3 - What best describes your relationship to this person,999911,Question is skipped legitimately
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,1,Spouse/Partner
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,2,Child/Grandchild
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,3,Housemate/friend
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,4,Parent/Grandparent
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,5,Other family members/Partner's family
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,6,Twin
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,7,Sibling (not including twin)
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,8,Other
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999906,Question seen but not answered
d81_4,4 - 81. What best describes your relationship to this person? Please select from the drop-downlist.,999911,Question is skipped legitimately
d83_4,"83. In the past week, how would you describe the quality of your relationship with this person? - 4 - What best describes your relationship to this person",1,Excellent
d83_4,"83. In the past week, how would you describe the quality of your relationship with this person? - 4 - What best describes your relationship to this person",2,Good
d83_4,"83. In the past week, how would you describe the quality of your relationship with this person? - 4 - What best describes your relationship to this person",3,Average or Poor
d83_4,"83. In the past week, how would you describe the quality of your relationship with this person? - 4 - What best describes your relationship to this person",999906,Question seen but not answered
d83_4,"83. In the past week, how would you describe the quality of your relationship with this person? - 4 - What best describes your relationship to this person",999911,Question is skipped legitimately
d84_4,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 4 - What best describes your relationship to this person,2,Better than now
d84_4,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 4 - What best describes your relationship to this person,3,Worse than now
d84_4,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 4 - What best describes your relationship to this person,4,About the same as now
d84_4,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 4 - What best describes your relationship to this person,999906,Question seen but not answered
d84_4,84. How would you describe the quality of your relationship with this person before the COVID-19 lock down? (Before 23rd March in UK) - 4 - What best describes your relationship to this person,999911,Question is skipped legitimately
e85,"85. In general, did you have any health problems that require you to limit your activities?",0,No
e85,"85. In general, did you have any health problems that require you to limit your activities?",1,Yes
e85,"85. In general, did you have any health problems that require you to limit your activities?",1,Yes
e85,"85. In general, did you have any health problems that require you to limit your activities?",999906,Question seen but not answered
e86,86. Did you need someone to help you on a regular basis?,0,No
e86,86. Did you need someone to help you on a regular basis?,1,
e86,86. Did you need someone to help you on a regular basis?,999906,Question seen but not answered
e87,"87. In general, did you have any health problems that require you to stay at home?",0,No
e87,"87. In general, did you have any health problems that require you to stay at home?",1,Yes
e87,"87. In general, did you have any health problems that require you to stay at home?",999906,Question seen but not answered
e88,"88. If you needed, could you count on someone close to you?",0,No
e88,"88. If you needed, could you count on someone close to you?",1,Yes
e88,"88. If you needed, could you count on someone close to you?",999906,Question seen but not answered
e89,"89. Did you regularly use a stick, walker or wheelchair to move about?",0,No
e89,"89. Did you regularly use a stick, walker or wheelchair to move about?",1,Yes
e89,"89. Did you regularly use a stick, walker or wheelchair to move about?",999906,Question seen but not answered
e90,90. In general would you say your health was:,1,Poor
e90,90. In general would you say your health was:,2,Fair
e90,90. In general would you say your health was:,3,Good
e90,90. In general would you say your health was:,4,Very good
e90,90. In general would you say your health was:,5,Excellent
e90,90. In general would you say your health was:,999906,Question seen but not answered
e91,"91. In general, do you have any health problems that require you to limit your activities?",0,No
e91,"91. In general, do you have any health problems that require you to limit your activities?",1,Yes
e91,"91. In general, do you have any health problems that require you to limit your activities?",999906,Question seen but not answered
e92,92. Do you need someone to help you on a regular basis?,0,No
e92,92. Do you need someone to help you on a regular basis?,1,Yes
e92,92. Do you need someone to help you on a regular basis?,999906,Question seen but not answered
e93,"93. In general, do you have any health problems that require you to stay at home?",0,No
e93,"93. In general, do you have any health problems that require you to stay at home?",1,Yes
e93,"93. In general, do you have any health problems that require you to stay at home?",999906,Question seen but not answered
e94,"94. If you need, can you count on someone close to you?",0,No
e94,"94. If you need, can you count on someone close to you?",1,Yes
e94,"94. If you need, can you count on someone close to you?",999906,Question seen but not answered
e95,"95. Do you regularly use a stick, walker or wheelchair to move about?",0,No
e95,"95. Do you regularly use a stick, walker or wheelchair to move about?",1,Yes
e95,"95. Do you regularly use a stick, walker or wheelchair to move about?",999906,Question seen but not answered
e96,96. In general would you say your health is:,1,Excellent
e96,96. In general would you say your health is:,2,Very good
e96,96. In general would you say your health is:,3,Good
e96,96. In general would you say your health is:,4,Fair
e96,96. In general would you say your health is:,5,Poor
e96,96. In general would you say your health is:,999906,Question seen but not answered
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",1,Employed
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",2,Self-employed
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",3,In unpaid/ voluntary work
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",4,"In education at school/college/university, or in an apprenticeship"
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",5,Unemployed
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",6,Permanently sick or disabled
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",7,Looking after home or family
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",8,Retired
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",9,Other
e97,"97. Which one of these best describes what you were doing just before the COVID-19 outbreak? If you were doing more than one activity, please choose the activity you spent the most time doing? Select one only",999906,Question seen but not answered
e98_1,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Health, social care or relevant related support worker",0,No
e98_1,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Health, social care or relevant related support worker",1,Yes
e98_1,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Health, social care or relevant related support worker",999906,Question seen but not answered
e98_2,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Teacher or childcare worker still travelling in to work,0,No
e98_2,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Teacher or childcare worker still travelling in to work,1,Yes
e98_2,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Teacher or childcare worker still travelling in to work,999906,Question seen but not answered
e98_3,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Transport worker still travelling in to work,0,No
e98_3,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Transport worker still travelling in to work,1,Yes
e98_3,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Transport worker still travelling in to work,999906,Question seen but not answered
e98_4,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Food chain worker (e.g. production, sale, delivery)",0,No
e98_4,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Food chain worker (e.g. production, sale, delivery)",1,Yes
e98_4,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Food chain worker (e.g. production, sale, delivery)",999906,Question seen but not answered
e98_5,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Key public services worker (e.g. justice staff, religious staff, public service journalist or mortuary worker)",0,No
e98_5,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Key public services worker (e.g. justice staff, religious staff, public service journalist or mortuary worker)",1,Yes
e98_5,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Key public services worker (e.g. justice staff, religious staff, public service journalist or mortuary worker)",999906,Question seen but not answered
e98_6,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Local or national government worker delivering essential public services,0,No
e98_6,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Local or national government worker delivering essential public services,1,Yes
e98_6,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Local or national government worker delivering essential public services,999906,Question seen but not answered
e98_7,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Utility worker (e.g. energy, sewerage, postal service)",0,No
e98_7,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Utility worker (e.g. energy, sewerage, postal service)",1,Yes
e98_7,"98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Utility worker (e.g. energy, sewerage, postal service)",999906,Question seen but not answered
e98_8,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Public safety or national security worker,0,No
e98_8,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Public safety or national security worker,1,Yes
e98_8,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Public safety or national security worker,999906,Question seen but not answered
e98_9,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Worker involved in medicines or protective equipment production or distribution,0,No
e98_9,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Worker involved in medicines or protective equipment production or distribution,1,Yes
e98_9,98. Are you currently fulfilling any of the government's identified 'key worker' roles? - Worker involved in medicines or protective equipment production or distribution,999906,Question seen but not answered
e99_1,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Free school meals",0,No
e99_1,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Free school meals",1,Yes
e99_1,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Free school meals",999906,Question seen but not answered
e99_2,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Universal credit",0,No
e99_2,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Universal credit",1,Yes
e99_2,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Universal credit",999906,Question seen but not answered
e99_3,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Pension credit",0,No
e99_3,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Pension credit",1,Yes
e99_3,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Pension credit",999906,Question seen but not answered
e99_4,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Employment Support Allowance",0,No
e99_4,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Employment Support Allowance",1,Yes
e99_4,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Employment Support Allowance",999906,Question seen but not answered
e99_5,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Statutory sick pay",0,No
e99_5,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Statutory sick pay",1,Yes
e99_5,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Statutory sick pay",999906,Question seen but not answered
e99_6,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Housing benefit, council tax benefit, carers allowance and PIP",0,No
e99_6,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Housing benefit, council tax benefit, carers allowance and PIP",1,Yes
e99_6,"99. In the three months prior to the COVID-19 outbreak, have you or your partner claimed any of the following: - Housing benefit, council tax benefit, carers allowance and PIP",999906,Question seen but not answered
e100_2,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Universal credit",0,No
e100_2,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Universal credit",1,Yes
e100_2,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Universal credit",999906,Question seen but not answered
e100_3,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Pension credit",0,No
e100_3,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Pension credit",1,Yes
e100_3,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Pension credit",999906,Question seen but not answered
e100_4,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Employment Support Allowance",0,No
e100_4,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Employment Support Allowance",1,Yes
e100_4,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Employment Support Allowance",999906,Question seen but not answered
e100_5,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Statutory sick pay",0,No
e100_5,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Statutory sick pay",1,Yes
e100_5,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Statutory sick pay",999906,Question seen but not answered
e100_6,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Housing benefit, council tax benefit, carers allowance and PIP",0,No
e100_6,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Housing benefit, council tax benefit, carers allowance and PIP",1,Yes
e100_6,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - Housing benefit, council tax benefit, carers allowance and PIP",999906,Question seen but not answered
e100_7,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - A grant through the new self-employment income support scheme",0,
e100_7,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - A grant through the new self-employment income support scheme",1,
e100_7,"100. Now thinking about the time since the COVID-19 outbreak, have you or your partner made any new claims for the following: - A grant through the new self-employment income support scheme",999906,Question seen but not answered
e101,101. What is your relationship status?,1,"Single, never married"
e101,101. What is your relationship status?,2,"Single, divorced or widowed"
e101,101. What is your relationship status?,3,In a relationship/married but living apart
e101,101. What is your relationship status?,4,In a relationship/married and cohabiting
e101,101. What is your relationship status?,999906,Question seen but not answered
e102,102. Has your relationship status changes in the last 6 months?,0,No
e102,102. Has your relationship status changes in the last 6 months?,1,Yes
e102,102. Has your relationship status changes in the last 6 months?,999906,Question seen but not answered
e103,103. Has your relationship status changed as a direct result of COVID-19 related isolation measures?,0,No
e103,103. Has your relationship status changed as a direct result of COVID-19 related isolation measures?,1,Yes
e103,103. Has your relationship status changed as a direct result of COVID-19 related isolation measures?,999906,Question seen but not answered
e103,103. Has your relationship status changed as a direct result of COVID-19 related isolation measures?,999911,Question is skipped legitimately
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",1,No qualification
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",2,NVQ1/SVQ1
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",3,O-level/GCSE/NVQ2/SVQ2/Scottish intermediate
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",4,"Scottish Higher, NVQ3, City and Guilds, Pitman"
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",5,"A-level, Scottish Advanced Higher"
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",6,"Higher vocational training (e.g. Diploma, NVQ4, SVQ4)"
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",7,Undergraduate degree
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",8,"Postgraduate degree (e.g. Masters or PhD), NVQ5, SVQ5"
e104,"104. What is the highest academic/educational qualification (or its  nearest equivalent), that you have received?Select one only",999906,Question seen but not answered
avail_from_dt,,,
